,uri,name,description,query,author,n_tracks,playlist_followers
1659,spotify:playlist:15052pYWX7xgM1jgd4Kx63,POV: Casey is playing music,,Playing music,317gtnqc5vvigholaf4pvyqxfu7e,186,2
1662,spotify:playlist:3RrFPyksK0tflzHXvoJx5J,Just playing music ,,Playing music,31cbnfkek57nlhnjipfce56njaga,623,0
1663,spotify:playlist:0YJUoQG29FhKcGTBVISshi,Playing Music,,Playing music,31kjkielovjr35mi2redf4svxlqq,765,0
1664,spotify:playlist:0pnkMGxPBXX3EpbbMlclA0,Painting Art,,Painting art,22sxea5bbk4td5b6x44cxwwqi,43,2
1665,spotify:playlist:3WPuV7Q2Uy8nUthfZywVFa,Italian Cooking Music,Crack open that bottle of wine &amp; get cookin’,Cooking,616212,87,151704
1666,spotify:playlist:37i9dQZF1DXdLD1ufgw60J,Classical Cooking,"The perfect classical side-dish to some light chopping, stirring and seasoning.",Cooking,spotify,43,57755
1667,spotify:playlist:6CWhQMDzDzUyk3e2gmvNeY,Cooking Music 2023,Cooking Songs 2023,Cooking,5721o03zcx9idprwxzgaj4p1e,398,29899
1668,spotify:playlist:37i9dQZF1DWUQaB5AfW9Oa,Cooking with Soul,Soul classics to keep you company in the kitchen.,Cooking,spotify,50,25789
1669,spotify:playlist:58367vBbtffL4tmjPZ2pSv,Cooking & Drinking,,Cooking,focuszero,301,23970
1670,spotify:playlist:3fwFC9GBYOtStL1A54OcZJ,cooking and dancing in the kitchen,,Cooking,31ho75wwuyr3kdknzvo6eretyhce,131,17551
1671,spotify:playlist:2MkX5cZl3MWSLGbbLQNtHc,cooking in my apartment in nyc,“lets cook with flo b!tches” -florence pugh,Cooking,leadias03,115,16214
1672,spotify:playlist:37i9dQZF1DWYhzEtTT1YQZ,What's Cooking?,Dish out your favourite tunes here,Cooking,spotify,44,15658
1673,spotify:playlist:37i9dQZF1DX0VCBlAzi9Ve,Slow Cooking,Let it simmer with some smooth R&amp;B.,Cooking,spotify,25,14975
1674,spotify:playlist:37i9dQZF1DWVS5L9vqQwsg,cooking with little simz,"A selection of songs from Little Simz to enjoy whilst cooking up <a href=""https://www.mob.co.uk/recipes/rasta-pasta"">her signature Rasta Pasta made with mob.</a>",Cooking,spotify,33,11000
1675,spotify:playlist:6p5UHaXElgFntROto33naZ,Jazz for cooking,the kind of jazz that will help you to cook,Cooking,a5bbxxa8w1n9cl5w8vr1qyxqs,91,8553
1676,spotify:playlist:4pR3jGjWSdN6V30pZ8DIDC,"cooking dinner with the love of your life, wine drunk, and slow dancing",,Cooking,hannah.corcoran3,49,7463
1677,spotify:playlist:6qOYZu0BVD7NB7YEjeeuiA,Cooking and dancing in the kitchen ,,Cooking,ppk6diakxczlo1txb24k5sz0s,182,7029
1678,spotify:playlist:37i9dQZF1DWVV2zBKmr0Rt,Cooking with Joy Crookes,"A selection of songs from Joy Crookes to enjoy whilst cooking up her banging Crispy Tofu Miso Ramen

",Cooking,spotify,32,6309
1679,spotify:playlist:0P9dxcBrUnfKSvorhgf8Hr,cooking dinner in the summer while drinking rosé,hello ,Cooking,1125388285,135,5635
1680,spotify:playlist:6N3kacgdsfm0IbDrioVhfh,cooking dinner with a glass of wine in hand,sexy dinner vibes ,Cooking,olivia.28,70,4948
1681,spotify:playlist:68RSXU9KxaxjYAlQjhw5PF,Ultimate Cooking Dinner Playlist,"The ultimate playlist to get the hips shaking whilst chopping up the goods, and let loose with those herbs and spices. Stick on shuffle, grate up your truffle and unleash your inner Michelin.",Cooking,1154726618,343,3641
1682,spotify:playlist:1tvBTMHfGCD7RLY7tqc75G,Happy dinner /cooking music ,,Cooking,sophie_maunder,151,3114
1683,spotify:playlist:5lAEVVK6zRMcmsaCUQrnJx,Cooking Vibes 👨‍🍳 ,"90’s, Classics, Indie, Casual Remixes, Alternative Chill Vibes, Oldies, Country, New Music + More, Bon Appétit!  Great for the pool, beach, tailgating, cleaning, grilling, dancing, singing along, hanging out and obviously well suited for meal prep and in the kitchen. @frankparzzz",Cooking,frank.parzynski,245,2267
1684,spotify:playlist:37i9dQZF1DX06dlS8yH7gY,cooking with chunkz,Songs picked by Chunkz to enjoy whilst cooking & eating his mega Tortilla Fried Chicken Sandwich,Cooking,spotify,32,2201
1685,spotify:playlist:5o3rTceyca8CAKsVbtl5eB,Baking Songs,,baking,suzywho92,740,5064
1686,spotify:playlist:3xRcOnWkcD2OhnXp8LSuck,baking playlist 🍰,songs i listen to while baking :),baking,hn786jlighnt0gix04xfrnocd,129,4281
1687,spotify:playlist:6vn8eLVH0X3X6zpkSRlauI,baking on a thursday afternoon and dancing around the kitchen.,,baking,kih7u1b33m7mo2io7p7i20hcd,135,4206
1688,spotify:playlist:5fL8tzZnC0i93F3xnb3p6K,Baking Music,Music for whipping up the most delicious treats,baking,1223792356,84,3240
1689,spotify:playlist:0LdpqkmkLN6xM1qZf1vCXB,Baking music,,baking,2znt18su3oqx50923o9axlj52,26,1720
1690,spotify:playlist:5HWAydYplbfQxmAAINkFNj,baking cookies and blasting music,,baking,bhls5vqocvto3xpdw35okgj5t,128,1622
1691,spotify:playlist:01XyKNwq1Y5oPpxHtQfkyu,Baking Cookies,Baking cookies? Why not have a party at the same time,baking,teresa_03,662,1612
1692,spotify:playlist:65RwceKB8V7lt5JOzLTQQ2,baking on a sunny springtime afternoon ,AKA my cottagecore bisexual playlist ,baking,ew3jfhrj3guuc3r6w7z5nonn9,175,1511
1693,spotify:playlist:1bzA9YFHi0xjPa1P5DZFsc,baking in autumn 🍂 ,,baking,snowman220707,52,1501
1694,spotify:playlist:6JQePZ4Kg7ed4JN5gRXTKk,Happy Baking Music,,baking,elisabethlachelt,234,1290
1695,spotify:playlist:0Uy8XbpFsxMKZS1lbEKXGX,Baking Jazz,vintage jazz to cleanse my soul while i bake,baking,always_laura,62,925
1696,spotify:playlist:5UMLP8JisQPrR5DXo6CcPv,baking mix,from scratch or from a box - mixes to mix to.,baking,34ir6cl1f05zlckkkbmla0lba,123,629
1697,spotify:playlist:62zuiWWcdwYJKgq3KjuTFO,baking to french music ,and cooking,baking,6om36nn9391q4qso5zclv1t22,48,496
1698,spotify:playlist:6bY7dHVHJ8ChoQpzuKRXex,baking in a cottage far away,gentle listening songs to listen to while you bake an assortment of pies and cakes,baking,sweet020,49,486
1699,spotify:playlist:7vxQFzdhGXZuiw7umdjoqs,baking cookies with your comfort person,baking cookies or dancing on the roof&#x2F;in the rain with them... just the idea of being with your comfort character&#x2F;partner,baking,amy.steidl,78,466
1700,spotify:playlist:6umoYZHPnLE9qEL1BmKxWr,Ultimate Baking Playlist,,baking,caitlinnordstrom,160,422
1701,spotify:playlist:2Dcv1AVHcm6h7ACd4PL7KC,Baking playlist 🍪,,baking,tammy.schmid,244,410
1702,spotify:playlist:5COyD6gZQxQTTTWethtcHa,baking in the kitchen in our cabin in the woods,"feels like hozier, lizzy mcalpine, taylor swift, the lumineers, bon iver, lord huron, caamp, noah kahan ",baking,poehleink,176,260
1703,spotify:playlist:0SmbS7HuWomReZUvOnontg,Baking Bread,"Good bread is the most fundamentally satisfying of all foods; and good bread with your favorite morning playlist, the greatest of feasts.",baking,padt94,32,89
1704,spotify:playlist:0j4qc1pl6lNDvyIv9TMTGL,baking banana bread,,baking,brennalindsey1996,58,51
1705,spotify:playlist:09o5nUsgkWhnCV94yqzPFY,Gardening Music,The perfect tunes to accompany you in the garden. Music for gardening. gardening music. gardening playlist. gardening tunes. gardening tracks.,Gardening,briank2,75,6482
1706,spotify:playlist:0awf733PqdTtgS34nFki28,Gardening Music,,Gardening,1256256875,213,5542
1707,spotify:playlist:30mE93hBHOWAQ2WYszVWG2,Happy Gardening 🌱,,Gardening,12130450038,190,3064
1708,spotify:playlist:2r7BdKBNKmRIGJlnzLaMoV,morning gardening 🌱,soft gardening songs. art by: @mmoriqomm on twitter,Gardening,yasminr518,78,2194
1709,spotify:playlist:0oG6Ty84NmSvrjuu64uXDN,Yard Work & Gardening,"These faster-paced, upbeat tunes will help bring up your energy levels as you tackle lawn mowing, planting, and landscaping. Genres: Rock, Funk, Country, Indie, Folk, Pop Artists include: The Black Keys; Earth, Wind &amp; Fire; Carrie Underwood; and more.",Gardening,c3vtd2ra1f9rquh0d03xwteos,40,1761
1710,spotify:playlist:2EKJ3QYfX9oW8fvPlHCsAT,"Gardening music - inspiring, uplifting, relaxing, soothing, meditative, calm, mindfulness, new age",Uplifting and relaxing instrumental music for you and your plants and flowers. Enjoy the music and grow together with your plants.,Gardening,davidwestin,363,1710
1711,spotify:playlist:3TUfyGJX5sukP79QcntVHq,Gardening on a Sunday,don&#x27;t die benny bonsai,Gardening,121193985,69,1280
1712,spotify:playlist:1T6I4j0pXZK7wKmRCkL5sW,music for gardening,let my plants and mind grow,Gardening,224vun2itugnwm4lv47sprsma,48,881
1713,spotify:playlist:2H3hiE8uy3R08UCY2ni2LB,Gardening Playlist 🪴,,Gardening,cmagsino704,60,779
1714,spotify:playlist:4rwfdoMQDTdpfUlUWkVjNo,Gardening in spring,Flowers are pretty🧚🏻👒,Gardening,39u4uy3gajusap8rdio457q8g,79,426
1715,spotify:playlist:76uYGjpcW4PZcTSDEZULjs,Gardening vibes 🌼🌾,It´s gardening time 👩‍🌾🌺🌳🌾,Gardening,mariangela.erausquin,160,347
1716,spotify:playlist:2zTpGKkfkSB4BfrCC7IfaK,Happy Gardening 🪴,Turnip the beet with these easy-listening mood boosters for yard work and gardening.,Gardening,95twpeats2ye8359lybi6kc4e,94,228
1717,spotify:playlist:0kIgOv8KNhzFwizalvHTZk,Classical for Gardening - Happy and Inspiring Spring & Summer Music,"Light &amp; delightful songs for watering your plants, working outdoors or relaxing while admiring the beautiful flowers. Instrumental music only with the exception of the first track with the wonderful Bobby McFerrin. Happy gardening!",Gardening,tinwhale,66,119
1718,spotify:playlist:61DHJ4jOaseGnu4f0h27zL,LoFi for Gardening 🌿,Enjoy some quality LoFI while taking care of your garden!,Gardening,kc79s28tsv68ojw4acx04tmas,39,78
1719,spotify:playlist:0h7ZxzhdPpSe3y3ByR2TEY,Gardening songs for kids,,Gardening,zrik62wqdc5wsj2mvtnxdokpi,15,31
1720,spotify:playlist:4zK4MqjpPkDWbSoXbHtbQn,gardening songs,bittersweet songs for the simple girl,Gardening,bob.bo%5C,144,26
1721,spotify:playlist:4xL78j3svbMNTbCoTTnqu2,Avant Gardening,Avant Gardening,Gardening,s21ai30fcncn1lwqua6kipoxt,720,3
1722,spotify:playlist:73kd99Gy49t3Rt8TpHrNOD,Gardening 🌱,,Gardening,12169616430,18,2
1723,spotify:playlist:37i9dQZF1EIexqFX4gVSGG,Gardening Mix,Gardening music picked just for you,Gardening,spotify,50,0
1724,spotify:playlist:37i9dQZF1EIhIprkraCL7w,Chill Gardening Mix,Chill Gardening music picked just for you,Gardening,spotify,50,0
1725,spotify:playlist:37i9dQZF1DZ06evO2QZets,This Is APO Hiking Society,"This is APO Hiking Society. The essential tracks, all in one playlist.",Hiking,spotify,49,50943
1726,spotify:playlist:2Lia3ARI5HvQTh2aczD4l1,Apo Hiking Society - Greatest Hits ,,Hiking,momonnnnn__,33,26031
1727,spotify:playlist:3TIxgCFOLGB3dd3hbhRZim,Hiking Vibes,Hikes and vibes 🤪,Hiking,1246063067,285,13734
1728,spotify:playlist:2qB1FRTAFc5SG7LPi9E8QB,Hiking Playlist 🏔,,Hiking,galen_h,232,13367
1729,spotify:playlist:5iHQ1zpNp22LHLiV9o6RiW,Hiking Songs of The Great Outdoors,"Updated every week. Dreamy songs for the mountain folk, the forest dwellers, and all those who wander the wild. Mostly indie folk-inluenced songs, but there&amp;#x27;s a bit this &amp;amp; a bit of that... Enjoy.",Hiking,116765898,110,11554
1730,spotify:playlist:5iCpJVf7GBScHVRkimOGZt,Where the Crawdads Sing Soundtrack (Original Motion Picture Soundtrack) Radio | Hiking Camping Music,feat. Carolina Taylor Swift,Hiking,qrdhybl0o8gnlvyy9djg5waw7,58,7729
1731,spotify:playlist:4dpOAEJzkgxQwY9PkKU0v0,Hiking 🥾,"The Lumineers, Mt. Joy, Hozier, Mumford &amp; Sons, Taylor Swift, Caamp, RKS, Vance Joy, The Head and the Heart",Hiking,monikasoccer12,431,7265
1732,spotify:playlist:28S2gewB5RLu919S8lFDPK,Outdoor | Adventure | Hiking | Wilderness | Road Trip |,The only playlist you&#x27;ll ever need for 2023! Road and adventure tested by yours truly! :P  Check out my photography and adventures on Instagram @logicandthewilderness,Hiking,12181930792,257,6204
1733,spotify:playlist:6mHwpXp5J5WHN4dFeejdEH,Hiking Vol. 1,,Hiking,124696688,405,5029
1734,spotify:playlist:4HXmtITzzmtCB9H98rNkhx,HIKING SONGS,,Hiking,cgztl5mspe72sln5x36oplgzv,128,3758
1735,spotify:playlist:0UaQxYFz8lQIpJOzWRfHkB,Hiking,Headphones and a trail,Hiking,12146079357,436,3678
1736,spotify:playlist:08ZyK66GTZfeh0IxGto2Or,Hiking Muse ,,Hiking,huskerchill,134,2792
1737,spotify:playlist:7arhFqV5p51KQ9nFSx1TVE,"Hiking Music Hits 2023 | Best Hiking Mood, Top Hiking Songs, Wandermusik, Wanderlieder, Spaziergang, Hiking Best Of, Hiking All Time Favorites",wandern gehen - musik zum spazieren gehen - lieder zum spazieren - hiking vibes - hiking playlist - hiking tunes - hiking tracks - hiking mix - hiking beats - hiking anthems - hiking bangers - hiking charts - sightseeing music - sightseeing songs - sightseeing musik - hiking motivation ,Hiking,013ukigvuftvc6e7ju7573n23,59,2760
1738,spotify:playlist:7MCHMkwrX9yNmr0O5yBe6v,Hiking Folk,A folk &amp; indie playlist specifically curated with the mountains in mind.,Hiking,codyleebanks,237,1854
1739,spotify:playlist:2RnXyGLlSHOYZTpmPmvT8R,hiking in a rainy forest🍄🪨🌲,"granola type songs- perfect for that adventure feeling you get when hiking in the rain (lumineers, Mumford and Sons, vance joy, hozier)",Hiking,3134g7q6cp6hjpkor3tznaudo6uq,61,1780
1740,spotify:playlist:21w5ZdnGIz7lfbTIPI4lhi,Hiking in the mountains ,Indie folk rock bordering on country?,Hiking,7q07gtr0kepri29hzxyc9nk99,92,1713
1741,spotify:playlist:4uIQjvspNrILzf8do9XqM4,Hiking Music,"Foxy fox having a blast of fresh tracks from worldwide artists. Different genres, different tempos. Mountain climbers, hikers and survival lovers will love this. Adding several tracks daily or few times a week. ",Hiking,31uf3vtjzozhppulaisb3z4extka,247,1611
1742,spotify:playlist:3bfLQwajcIOk4TRde2vsFF,Lofi Hiking ⛰️,"Elevate your hiking experience with some uplifting beats. Whether you need motivation for a challenging climb or just want some chill tunes for a leisurely stroll, &#x27;Lofi Hiking&#x27; has you covered.",Hiking,baronraymondo94,145,1282
1743,spotify:playlist:4hjVaaWolx6dIymm7x64LV,Hiking/ EDM,,Hiking,amanda.collette19,209,974
1744,spotify:playlist:1peUmLlphgMBgatJyV5cbb,Hiking Playlist 🏔,,Hiking,y2f96ldhhypyefd5bbbbm9n0l,142,854
1745,spotify:playlist:2jKZQAXjtpLDVAPcw1jPVP,Camping Playlist,Best played around a campfire with friends. 🏕️,camping,shane.clark.76,300,82159
1746,spotify:playlist:1IMw1rSF36dflcEbURLsif,Camping Into The Wild,"Indie &amp; Folk music prepared to gift moments of raw emotion. The Lumineers, Mumford &amp; Sons, Noah Kahan and many others are waiting for you",camping,11177334471,186,4813
1747,spotify:playlist:3BaTqQ6Y2bDsZYbw5pHjdd,Camping  Australia 🇦🇺 🏕 2022,,camping,1250771974,414,4512
1748,spotify:playlist:2XSee4NO5TS8tBWSpziSHp,Camping Oldies,,camping,holloway_6_18,320,4154
1749,spotify:playlist:1geyfozi6iX1zrryE1ro9i,Camping Vibes,,camping,bronanna_man,119,4104
1750,spotify:playlist:2eB1SwNWPx3UA7kizPtU2k,Camping - Country,,camping,betsybross,85,3563
1751,spotify:playlist:2rFmeL4b7r12D1eqxJbAFe,camping in an orange tent and waking to the mountains ,,camping,heyoitsracho,173,2548
1752,spotify:playlist:0zWi7uNa5hJ2Ccr6vWIfd8,Camping Playlist 2023🔥 Bonfires & Campfires,Campfire country songs playlist 2000s - 2023. Bonfire and campfire nights.,camping,osicktk,108,2416
1753,spotify:playlist:0SqfMzm3SqRcqPv8Q4aELt,camping acoustic ⛺️✨,in hs i wanted to go camping with friends but never did so i made this playlist and now i live in the woods next to the most beautiful lake on earth and im so very happy and lucky ,camping,hemmoschica,65,2322
1754,spotify:playlist:5nP3qxViMjOHD5AVQ6Z321,camping songs,,camping,21qufmpn6mkc363tu47h7aaxq,693,1914
1755,spotify:playlist:0unqnebeNO9Y7FMroMDC0u,Camping Belgica 2021,Playlist of #stubru summer vibes,camping,1118523545,483,1716
1756,spotify:playlist:5TeiE9NphERTmaHih9qoet,Camping Music,"Foxy fox having a blast of fresh tracks from worldwide artists. Different genres, different tempos. Mountain climbers, hikers and survival lovers will love this. Adding several tracks daily or few times a week. ",camping,31uf3vtjzozhppulaisb3z4extka,247,1650
1757,spotify:playlist:27Ep9I9XDg3zwi1tmn57dg,Camping Mornings,,camping,alannahza,83,1608
1758,spotify:playlist:2qcqNd4ISWDH4jem5O2fvd,The '60s/'70s Camping & Roadtrip Rock Playlist,"the best of folk, country, psychedelic &amp; soft rock classics plus a little bit of hard rock",camping,j0n57ftht6zfk90d8eojr07pd,111,1275
1759,spotify:playlist:0GLnkwQT5bLzR4eCcHH0sX,MUSIQUE CAMPING,,camping,vj33iynyfhoxm8vqusg4ea08n,42,1212
1760,spotify:playlist:5mGcxvzVCEBTQuV7FMJXoq,aussie camping music,,camping,1241245899,79,1193
1761,spotify:playlist:0vPdALa2JVcJJRcpL3bcTW,Camping Rock,,camping,cyrgoat,70,966
1762,spotify:playlist:71uNZnbZpmrIv2snvYC5xv,Camping chill,,camping,keatonhughes02,472,928
1763,spotify:playlist:61iM8h1tqsNGyCq3cAiV34,Campingplatz Nervtöter,"Ein paar totgehörte Klassiker, ansonsten nur absoluter Schrott (ironisch und unironisch) und Kindermusik. Perfekt um allen Nachbarn auf dem Zeltplatz so richtig schön auf den Sack zu gehen :) COVER: TOMMY TRICHTER - BIER AUS DEM SCHLAUCH TRINKEN",camping,abvart,663,825
1764,spotify:playlist:3iFce0DAkMAGkr0LEMg3fH,Camping classics ⛺️,"Press shuffle and kick back with beers, mates and tunes!",camping,7urn3r,309,723
1765,spotify:playlist:1vCRha4cvGomcmbqaANzmk,Dirty Dancing Soundtrack,"Dirty Dancing Soundtrack Complete. 60s, 80s. Ive Had The Time Of My Life - Bill Medley, Jennifer Warnes. Be My Baby - The Ronettes. Big Girls Dont Cry - Frankie Valli, The Four Seasons. Hungry Eyes - Eric Carmen. Shes Like The Wind - Patrick Swayze. Will You Still Love Me Tomorrow - The Shirelles.",Dancing,12183262554,22,194471
1766,spotify:playlist:37i9dQZF1DX1l6qs3gcM4U,Dancing Kizomba,Fall in love with the sensual sounds of Kizomba! Cover: Deejay Telio & Yasmine.  ,Dancing,spotify,80,160508
1767,spotify:playlist:37i9dQZF1DXaUvpePTXR1D,Slow Dancing in the Living Room,Sway your way through the evening.,Dancing,spotify,140,131697
1768,spotify:playlist:2I5Y2mlfjrgmUU7nNUck71,dancing in the kitchen of my nyc apartment,🫶🏽,Dancing,q1i519cw5uimxirtxkg5wwx71,73,28913
1769,spotify:playlist:1oOEfvQJLZ9jtL1vZCgGRT,dancing in my room with a hairbrush as a microphone,you can’t not dance or sing to these songs - a showcase of my eclectic music taste,Dancing,lucyd.2003xx,72,22760
1770,spotify:playlist:7vqMq9d6ZZ82nhWTGYT5JQ,STILL DANCING 7:83AM,"This one’s got ya covered for the pregame, party, and afters. House | Deep House | Tech House | Disco House | Bass House",Dancing,edgeghvgtgebxekhmt8xih44n,279,17000
1771,spotify:playlist:37i9dQZF1DZ06evO49eKEk,This Is Dancing Mood,"This is Dancing Mood. The essential tracks, all in one playlist.",Dancing,spotify,49,12395
1772,spotify:playlist:1JXm8oyPZcLN3iLmQCIjnL,dancing in my room at 3am,,Dancing,21en4f4ppbksweecx5ak555dy,286,12030
1773,spotify:playlist:7iTBIosCSzpjZ6QQ15rwEH,she’s dancing,,Dancing,kornhagl,30,10187
1774,spotify:playlist:4mc97NolbA1CtEVgZyujtB,Dirty Dancing - BSO,,Dancing,caye18,21,9865
1775,spotify:playlist:3d5hMvueiQz7KqqD9V5ksl,Line Dancing Songs,,Dancing,224gul2e6kr7y4sxdrcyuvqoi,125,9471
1776,spotify:playlist:2J1ijwLd45tRWCKh2OYYFH,dancing in the kitchen ,songs for jamming out in your kitchen :),Dancing,22flc4lvn6m3sflok6g7dauna,87,9188
1777,spotify:playlist:1LJgCodM2OjoHPxjxJnbPy,dancing in your room pretending youre at the club,,Dancing,1274762353,885,9047
1778,spotify:playlist:1Q8qN7OweXme7zbE7dXuGn,Dancing In The Moonlight Playlist,,Dancing,21xce3feaa6j66tt747ot2ypi,127,9041
1779,spotify:playlist:0zNqQEIlXMRKi3bBgccKWv,dancing with your enemy at a masquerade ball,"   tags: slow burn, dark academia, enemies to lovers ",Dancing,mariademelooo,25,8322
1780,spotify:playlist:7MV73DFbFo8lfWIJjHMJRU,Dancing with the Fae,,Dancing,11181677202,58,7205
1781,spotify:playlist:6RY5lfdgL57jW0qfh8LoA0,Dancing Music,,Dancing,1228024950,283,7157
1783,spotify:playlist:5ZcNolG8B2BXbyipxT9YRy,dancing in the shower,💃🏽🛁: 💞💝💘💖💗💓,Dancing,aqvr9swopqy0e9j781ls5wn41,168,6663
1784,spotify:playlist:1Ken5TbYUb8DfyW43EjTxR,Ed Sheeran — dancing in the dark.,,Dancing,oz7m5vfkqit9pr9bv9wup2epj,3,6409
